models,dataset
1395612605,1251787088
1395612605,1212906915
1395612605,726473315
1395612605,923664094
1395612605,822343983
1395612605,565646369
1395612605,124151655
1395612605,1794437424
1395612605,1268490718
1395612605,407831650
1395612605,1913939331
1395612605,641432469
1395612605,1452192760
1395612605,846386710
1395612605,631962173
1395612605,339188313
1395612605,133984320
1395612605,1492357804
1395612605,1844850738
1395612605,560449184
1395612605,1254542479
1395612605,613796299
1395612605,245737116
1395612605,1944487341
1395612605,126579700
1395612605,1478857049
1395612605,997239896
1395612605,1571857718
1395612605,233186350
1395612605,769205531
1395612605,1385567512
1395612605,883025999
1395612605,1717919916
1395612605,578135176
1395612605,4064368
220142051,72260134
220142051,1057905437
220142051,163783369
220142051,18381491
220142051,1268883938
220142051,47858261
220142051,274116824
220142051,67544598
220142051,1855376024
220142051,1148176544
220142051,1097533112
220142051,93682775
220142051,1193369436
220142051,1866773387
220142051,1379926643
220142051,1125027557
220142051,42205972
220142051,1989823819
220142051,383348793
220142051,1754000226
220142051,801226844
220142051,984730401
220142051,1673504803
220142051,1507425570
220142051,347159466
220142051,1435594803
220142051,1906274241
220142051,1580583461
220142051,849578293
220142051,1028836395
220142051,348479714
220142051,527071500
220142051,447992751
220142051,633240063
220142051,462759387
220142051,19910478
220142051,589627662
220142051,1074959029
220142051,1266057943
220142051,525487091
220142051,101234059
220142051,1612899547
220142051,1442843382
220142051,111221596
220142051,563514531
220142051,1816391504
220142051,365749803
220142051,498941105
220142051,22737519
220142051,1435938089
220142051,1658884802
220142051,1334774408
220142051,1914711385
220142051,1896042672
220142051,1493480491
220142051,411436673
220142051,1859046039
220142051,1650329471
220142051,1605695761
220142051,809644392
1574095517,857307274
1574095517,1705226221
1574095517,855784594
1574095517,722251288
1574095517,771739265
1574095517,727235030
1574095517,1339988529
1574095517,192876315
1574095517,938471756
1574095517,1254455866
1574095517,194540654
1574095517,129183404
1574095517,883584857
1574095517,140545259
1574095517,573228497
1574095517,995303811
1574095517,1367224317
1574095517,1809238500
1574095517,792721441
1574095517,319668585
1574095517,1085185900
1574095517,722555783
1574095517,1572079220
1574095517,712480109
1574095517,1281656255
1574095517,549306083
1574095517,1212906915
1574095517,1445878270
1574095517,923664094
1574095517,324977146
1574095517,565646369
1574095517,440108544
1574095517,1794437424
1574095517,1768654490
1574095517,407831650
1574095517,1435398339
1574095517,641432469
1574095517,850689746
1574095517,846386710
1574095517,795541040
1574095517,339188313
1574095517,518248281
1574095517,1492357804
1574095517,103664352
1574095517,560449184
1574095517,736516891
1574095517,613796299
1574095517,780078635
1574095517,1944487341
1574095517,1697000548
1574095517,1478857049
1574095517,1915407178
1574095517,1571857718
1574095517,233186350
1574095517,769205531
1574095517,752584311
1574095517,883025999
1574095517,1850771461
1574095517,578135176
1574095517,1241839874
1481533568,570767678
1481533568,1493563340
1481533568,163783369
1481533568,193872772
1481533568,1755819594
1481533568,1536169938
1481533568,274116824
1481533568,1173899647
1481533568,1855376024
1481533568,110199043
1481533568,1097533112
1481533568,690974877
1481533568,1560086522
1481533568,1534897226
1481533568,1379926643
1481533568,640174666
1481533568,793193932
1481533568,538976613
1481533568,988383308
1481533568,1455252200
1481533568,390181813
1481533568,1690727849
1481533568,140527231
1481533568,397267904
1481533568,1254515901
1481533568,1303230478
1481533568,1878840812
1481533568,951901654
1481533568,849578293
1481533568,1288746933
1481533568,585098964
1481533568,669494079
1481533568,447992751
1481533568,960809834
1481533568,1159975771
1481533568,481706459
1481533568,93290612
1481533568,1203539056
1481533568,1143945563
1481533568,274418640
1481533568,101234059
1481533568,360759663
1481533568,1442843382
1481533568,1327092199
1481533568,563514531
1481533568,1015292982
1481533568,1498031395
1481533568,1578267852
1481533568,895219107
1481533568,1802261900
1481533568,14750965
1481533568,1813073474
1481533568,1914711385
1481533568,1911678069
1481533568,654851238
1481533568,132238415
1481533568,739410756
1481533568,699234354
1481533568,1678285652
1481533568,253025625
1213932927,857307274
1213932927,1705226221
1213932927,855784594
1213932927,819868426
1213932927,771739265
1213932927,867769624
237168864,72260134
237168864,903381244
237168864,163783369
237168864,193872772
237168864,745350560
237168864,1780522835
818527845,1600590538
818527845,200791925
818527845,19349817
818527845,437355312
818527845,836241834
818527845,180943255
818527845,196300482
818527845,1934570572
818527845,339989934
818527845,168931561
818527845,1334882290
818527845,1921923336
818527845,1013811055
818527845,1137914884
818527845,1660588658
818527845,1892894290
818527845,1192494714
818527845,1528324082
818527845,1990227932
818527845,26921246
1405614604,24754002
1405614604,140107045
1405614604,904924399
1405614604,1508034324
1405614604,1195253030
1405614604,239538162
1405614604,1254428454
1405614604,216279490
1405614604,1225921890
1405614604,1397780954
1405614604,1889398469
1405614604,339900919
1405614604,1251295340
1405614604,712515493
1405614604,228312405
1405614604,875144215
1405614604,945275181
1405614604,724291961
1405614604,39389555
1405614604,1813818475
537554504,791383722
537554504,328477849
537554504,1307820556
537554504,1247286731
537554504,1543017026
537554504,1216118011
537554504,1593664740
537554504,871383974
537554504,1683527697
537554504,655133887
537554504,1935589033
537554504,1936627828
537554504,866887352
537554504,665125731
537554504,1724236776
537554504,1188395967
537554504,1812282229
537554504,340490139
537554504,999213292
537554504,239627804
537554504,1296464741
537554504,342750709
537554504,1783191009
537554504,1964497289
537554504,1641457781
537554504,985047954
537554504,428129164
537554504,233448245
537554504,1267722337
537554504,941753921
537554504,1148217177
537554504,137129768
537554504,1146260082
537554504,629805524
537554504,1304162388
537554504,1299030907
537554504,1354330845
537554504,1371386527
537554504,871887406
537554504,171581274
537554504,515342775
537554504,1280284782
537554504,1582130440
537554504,715482996
537554504,1455180844
537554504,1648991062
537554504,1282443484
537554504,915359343
537554504,1995970772
537554504,1376695116
537554504,1901598844
537554504,555280719
537554504,1379718873
537554504,617727577
537554504,1585690753
537554504,667250006
537554504,515920714
537554504,1761627305
537554504,1980949101
537554504,359636615
1715993617,950775126
1715993617,130654501
1715993617,746131271
1715993617,60927610
1715993617,1089524146
1715993617,1854688517
1715993617,374395641
1715993617,844771139
1715993617,720686922
1715993617,1475711916
1715993617,1437888334
1715993617,1020210752
1715993617,280273857
1715993617,999529952
1715993617,1239486938
1715993617,1294752551
1715993617,1225137294
1715993617,1297652002
1715993617,1614311016
1715993617,1927141658
1715993617,1410305998
1715993617,1371678073
1715993617,352702169
1715993617,831149602
1715993617,1598509898
1715993617,525753703
1715993617,556296548
1715993617,251869853
1715993617,395953874
1715993617,1681392225
1715993617,1557578407
1715993617,1404749467
1715993617,1599013426
1715993617,1767000580
1715993617,256790905
1715993617,1495508809
1715993617,659846426
1715993617,9387816
1715993617,477397177
1715993617,1838880953
1715993617,1112987751
1715993617,1809384724
1715993617,1463829771
1715993617,1807195912
1715993617,1585812923
1715993617,376163378
1715993617,1414958550
1715993617,704250389
1715993617,1196753610
1715993617,1140702815
1715993617,1560548612
1715993617,1207369874
1715993617,769560450
1715993617,1530744866
1715993617,1183479781
1715993617,784794124
1715993617,1714691082
1715993617,102084333
1715993617,1928709624
1715993617,1989213614
1061984905,1466179023
1061984905,1743331647
1061984905,204281548
1061984905,1728638523
1061984905,642339801
1061984905,1032042381
1061984905,593848364
1061984905,615072639
1061984905,1871895060
1061984905,1489992496
1061984905,1044855609
1061984905,1649520224
1061984905,776151840
1061984905,1463417532
1061984905,452665838
1061984905,1651603687
1061984905,683238211
1061984905,1304856367
1061984905,324687157
1061984905,1114908049
1061984905,1407348039
1061984905,1715863755
1061984905,1202729198
1061984905,986785060
1061984905,909215026
1061984905,1771573211
1061984905,255163506
1061984905,815126756
1061984905,1819500752
1061984905,618439149
1061984905,77667939
1061984905,1081507543
1061984905,1666814507
1061984905,1402658988
1061984905,20050471
1061984905,341883225
1061984905,576315428
1061984905,291770176
1061984905,1564928280
1061984905,1371836923
1061984905,1127577436
1061984905,1305250699
1061984905,86921050
1061984905,904180694
1061984905,1226360596
1061984905,815230517
1061984905,1561059844
1061984905,1556883545
1061984905,1438190691
1061984905,496331531
1061984905,1158124889
1061984905,843449063
1061984905,211902019
1061984905,1845138070
1061984905,1865061238
1061984905,45546940
1061984905,61434927
1061984905,372003616
1061984905,1501475477
1061984905,1311446613
1061984905,164125910
1061984905,1362962550
1061984905,869842135
1061984905,1175871677
1119526684,1360470119
1119526684,861038262
1119526684,316255971
1119526684,1537228086
1119526684,1550200235
1119526684,1820659203
1119526684,1748074835
1119526684,1960265318
1119526684,149339839
1119526684,1269904683
1119526684,353381430
1119526684,1629824907
1119526684,1330052596
1119526684,660771479
1119526684,734844752
1119526684,197357983
1119526684,53779613
1119526684,232235139
1119526684,217498723
1119526684,1450070961
1119526684,291058791
1119526684,602673787
1119526684,1213022292
1119526684,920862572
1119526684,816724361
1119526684,1760831252
1119526684,499865816
1119526684,122076038
1119526684,1018699200
1119526684,916703448
1119526684,1480813062
1119526684,1765284896
1119526684,1810513418
1119526684,1508002804
1119526684,1620274480
1119526684,1083413821
1119526684,615333374
1119526684,1749421286
1119526684,956712480
1119526684,786434072
1119526684,1235386445
1119526684,1634512259
1119526684,415514209
1119526684,257827401
1119526684,1793905116
1119526684,1151194460
1119526684,1858573230
1119526684,1007209153
1119526684,1717398244
1119526684,1247278078
1119526684,1837403575
1119526684,1951461907
1119526684,1487612628
1119526684,182849599
1119526684,866629824
1119526684,890689363
1119526684,1451095209
1119526684,151316216
1119526684,1570674934
1119526684,1804675428
1119526684,160008363
1119526684,1184089381
1119526684,1744216766
86511451,1466179023
86511451,1235776009
86511451,204281548
86511451,1657904890
86511451,642339801
86511451,1197654504
86511451,593848364
86511451,390161928
86511451,1871895060
86511451,1766805192
86511451,1044855609
86511451,1649520224
86511451,776151840
86511451,1903077926
86511451,452665838
86511451,1294142703
86511451,683238211
86511451,342356161
86511451,324687157
86511451,984587002
86511451,1407348039
86511451,4375034
86511451,1202729198
86511451,1941993929
86511451,909215026
86511451,617130611
86511451,255163506
86511451,260521463
86511451,1819500752
86511451,618439149
86511451,77667939
86511451,1081507543
86511451,1666814507
86511451,1402658988
86511451,20050471
86511451,341883225
86511451,576315428
86511451,1971524240
86511451,1564928280
86511451,1371836923
86511451,1127577436
86511451,1305250699
86511451,86921050
86511451,904180694
86511451,1226360596
86511451,1767319876
86511451,1561059844
86511451,368523971
86511451,1438190691
86511451,1076424781
86511451,1158124889
86511451,1632670003
86511451,211902019
86511451,153890579
86511451,1865061238
86511451,1885302154
86511451,61434927
86511451,372003616
86511451,1501475477
86511451,1254753114
86511451,164125910
86511451,95516236
86511451,869842135
86511451,1175871677
1342857893,1280547958
1342857893,861038262
1342857893,316255971
1342857893,969401928
1342857893,1550200235
1342857893,221159669
1342857893,1748074835
1342857893,686248459
1342857893,149339839
1342857893,953132350
1342857893,840157579
1342857893,1051234564
1342857893,814615697
1342857893,480265631
1342857893,734844752
1342857893,197357983
1342857893,53779613
1342857893,232235139
1342857893,279026952
1342857893,521511116
1342857893,1027557967
1342857893,1842983373
1342857893,1882743983
1342857893,1417275681
1342857893,593728936
1342857893,1819359143
1342857893,499865816
1342857893,1619574890
1342857893,1018699200
1342857893,1297338258
1342857893,1480813062
1342857893,1765284896
1342857893,1810513418
1342857893,1508002804
1342857893,1620274480
1342857893,1083413821
1342857893,615333374
1342857893,230893824
1342857893,956712480
1342857893,783947241
1342857893,1235386445
1342857893,1319483430
1342857893,415514209
1342857893,257827401
1342857893,5872433
1342857893,1036348541
1342857893,1858573230
1342857893,1007209153
1342857893,1161769800
1342857893,312687742
1342857893,1837403575
1342857893,547102227
1342857893,920480515
1342857893,1359622586
1342857893,832853279
1342857893,890689363
1342857893,216077387
1342857893,151316216
1342857893,1367029032
1342857893,1804675428
1342857893,160008363
1342857893,1184089381
1342857893,1901142884
488439480,138662140
488439480,30981271
488439480,266012220
488439480,1457650125
488439480,1047051049
488439480,1247898454
488439480,967743192
1122489191,30981271
1122489191,80919717
1122489191,1228755617
1122489191,826192912
1122489191,1514349536
1122489191,1817876132
1122489191,61417549
455156584,1464750307
455156584,1023030191
455156584,1673796406
455156584,1015582499
455156584,648473788
455156584,542158020
1458712485,30981271
1458712485,753591825
1458712485,80919717
1458712485,529188340
1734067673,617722980
1734067673,1479253613
1734067673,1636288662
1734067673,1905005402
1581587913,857307274
1581587913,179070234
1581587913,855784594
1581587913,1103438134
1581587913,771739265
1581587913,409461900
1581587913,1339988529
1581587913,1184074141
1581587913,938471756
1581587913,1716891290
1581587913,194540654
1581587913,1971362652
1581587913,883584857
1581587913,1993101368
1581587913,573228497
1581587913,1211550268
1581587913,1367224317
1581587913,26598557
1581587913,792721441
1581587913,139996023
1581587913,1085185900
1581587913,1637843735
1581587913,1572079220
1581587913,1259543521
1581587913,1281656255
1581587913,680292560
1581587913,1212906915
1581587913,33113252
1581587913,923664094
1581587913,1013774505
1581587913,565646369
1581587913,1401804011
1581587913,1794437424
1581587913,1678201986
1581587913,407831650
1581587913,1801848576
1581587913,641432469
1581587913,225087866
1581587913,846386710
1581587913,921597953
1581587913,339188313
1581587913,1205426119
1581587913,1492357804
1581587913,1547812385
1581587913,560449184
1581587913,1874987202
1581587913,613796299
1581587913,140424150
1581587913,1944487341
1581587913,1570433654
1581587913,1478857049
1581587913,757645223
1581587913,1571857718
1581587913,1033392078
1581587913,769205531
1581587913,1147849398
1581587913,883025999
1581587913,337450126
1581587913,578135176
1581587913,1550580653
1032361838,72408501
1032361838,615610142
1032361838,163783369
1032361838,242133499
1032361838,1866082239
1032361838,604521015
1032361838,538581947
1032361838,1595667452
1032361838,1738275296
1032361838,1718610346
1032361838,1266945600
1032361838,282489226
1032361838,81539297
1032361838,1764345697
1032361838,1508498685
1032361838,287513604
1032361838,1923085828
1032361838,691965712
1032361838,1699071560
1032361838,380944087
1032361838,1411903
1032361838,177078658
1032361838,1205037076
1032361838,1939420507
1032361838,550159851
1032361838,412915033
1032361838,286894075
1032361838,1158089527
1032361838,181141243
1032361838,532483791
1032361838,438536173
1032361838,1322629685
1032361838,1233202837
1032361838,1008302048
1032361838,92160796
1032361838,1122548647
1032361838,11303343
1032361838,481347065
1032361838,1693730313
1032361838,578571468
1032361838,1638711763
1032361838,1268363905
1032361838,401067974
1032361838,1512177523
1032361838,137446535
1032361838,1845973267
1032361838,1533382438
1032361838,107447210
1032361838,363960387
1032361838,1494064312
1032361838,1756400608
1032361838,820443010
1032361838,1785207465
1032361838,1952729027
1032361838,1630015350
1032361838,1243294565
1032361838,583252003
1032361838,1545441088
1032361838,1106511258
1032361838,1892719157
1632651642,137170553
1632651642,184616026
1632651642,622345228
1632651642,1451464155
1632651642,61963950
1632651642,466285694
1632651642,1598426059
1632651642,1113108684
1632651642,281904951
1632651642,188639663
1632651642,516150998
1632651642,221531742
1632651642,1515873386
1632651642,1882793204
1632651642,1672118427
1632651642,724587338
1632651642,146484567
1632651642,1569019172
1632651642,1294561425
1632651642,1830133805
1632651642,491950268
1632651642,421648089
1632651642,1737341103
1632651642,888307154
1632651642,1138435190
1632651642,666614405
1632651642,775100758
1632651642,1742640954
1632651642,1382008470
1632651642,117228746
1632651642,1759454184
1632651642,184018094
1632651642,1072788165
1632651642,1384931708
1632651642,453875345
1632651642,1539093166
1632651642,505039
1632651642,1298012003
1632651642,1957090602
1632651642,1606588913
1033984882,55169630
1033984882,99320406
1033984882,1177020623
1033984882,119109206
1033984882,539580628
1033984882,720665540
1033984882,385763098
1033984882,1037649925
1033984882,714128010
1033984882,813462463
1033984882,1561181108
1033984882,1179646693
1033984882,371874482
1033984882,1058252894
1033984882,397256464
1033984882,1717768821
1033984882,1798491541
1033984882,1678840029
1033984882,1970670657
1033984882,440020786
1033984882,1470702115
1033984882,1556986387
1033984882,1533242071
1033984882,616491722
1033984882,1093143845
1033984882,1340826513
1033984882,1053660552
1033984882,561145199
1033984882,695202631
1033984882,1222884057
1033984882,1648094696
1033984882,1971635761
1033984882,129578373
1033984882,805124081
1033984882,1406415595
1033984882,431654421
1033984882,1655336968
1033984882,836959697
1033984882,1509524112
1033984882,1650185980
1327002444,1248467207
1327002444,486568942
1327002444,611385742
1327002444,1290268069
1327002444,501473840
1327002444,317191931
1327002444,781694441
1327002444,793840756
1327002444,872635749
1327002444,579991446
1327002444,801195520
1327002444,1061262462
1327002444,224112766
1327002444,1363831225
1327002444,326745939
1327002444,1648305685
1327002444,1864330707
1327002444,474254652
1327002444,25714603
1327002444,841822281
1327002444,1267280397
1327002444,1726609646
1327002444,626719079
1327002444,396380874
1327002444,1258757990
1327002444,704126528
1327002444,1181202899
1327002444,200453009
4964600,895262845
4964600,781519927
4964600,1593497551
4964600,65518527
4964600,1581988935
4964600,1111212830
4964600,744132233
4964600,1104601089
4964600,748511835
4964600,244354407
4964600,1385282301
4964600,1769226131
4964600,380963613
4964600,261883503
4964600,1810861407
4964600,1958634692
4964600,1178674528
4964600,731005369
4964600,953667514
4964600,1448352129
4964600,1072226563
4964600,1865442173
4964600,1328460798
4964600,772297267
4964600,142241489
4964600,1108611407
497012481,909445645
497012481,1338341290
497012481,879856655
497012481,542912182
497012481,1990241557
497012481,30981271
497012481,762434553
497012481,1276045790
497012481,1214712630
497012481,606367028
497012481,971505059
497012481,1386635252
497012481,1755500829
497012481,945833009
497012481,1938925453
497012481,1092266241
497012481,1355024364
497012481,1074780173
497012481,267752847
497012481,959357369
497012481,1842159675
497012481,1657488985
497012481,982641639
497012481,1396476007
497012481,105868456
497012481,623492321
497012481,1454907112
497012481,985648622
497012481,1837280465
497012481,890792651
497012481,1084636588
497012481,1378119025
497012481,264625923
497012481,80919717
497012481,692551173
1326563455,166446334
1326563455,340929153
1326563455,580154923
1326563455,1376005492
1326563455,147065498
1326563455,1160148224
1326563455,537384366
1326563455,1395540478
1326563455,1636288662
1326563455,36218280
1326563455,1479253613
1326563455,267922548
1326563455,1472723451
1326563455,1098551879
1326563455,51001433
1326563455,570576378
1326563455,767402547
1326563455,1553290230
1326563455,1341627894
1326563455,1488210864
1326563455,1637607399
1326563455,1183608089
1326563455,612911278
1326563455,257447674
1326563455,1117436174
1326563455,988875961
1326563455,1995575203
1326563455,1650075589
1326563455,1495226433
1326563455,879481806
1326563455,488668418
1326563455,715700231
1326563455,1205750756
1326563455,1027758586
1326563455,853609529
1326563455,1672825985
1326563455,564024704
1326563455,1905005402
1326563455,1888398412
1326563455,586934304
1326563455,1209922639
1326563455,1085473450
1326563455,1442475705
1326563455,154108272
1326563455,1355568578
1326563455,1943246613
1326563455,1069772475
1326563455,795316110
1326563455,1935744196
1326563455,995468094
1326563455,734429229
1326563455,913034118
1326563455,1196893865
1326563455,1143557201
1326563455,1341359484
1326563455,862547145
1326563455,640825881
1326563455,428247309
1326563455,1233050436
1326563455,1969115709
1448463983,98268721
1448463983,664218873
1448463983,1768816013
1448463983,1938925453
1448463983,909445645
1448463983,483990454
1448463983,271756238
1448463983,797527266
1448463983,1837280465
1448463983,1475798425
1448463983,360621157
1448463983,1355024364
1448463983,1842159675
1448463983,839371018
1448463983,80919717
1448463983,193647559
1448463983,114430762
1448463983,971505059
1448463983,1084636588
1448463983,743787862
1448463983,1755500829
1448463983,1684326096
1448463983,1990241557
1448463983,1087928034
1448463983,1402965434
1448463983,330792464
1448463983,30981271
1448463983,1092266241
1448463983,762434553
1448463983,1214712630
1448463983,623492321
1448463983,1276045790
1448463983,1454907112
